=== Training Log ===
================================================================
🚀 KLA HACKATHON: High-Performance GPU Training & Submission
⚡ Device: cuda (NVIDIA GeForce RTX 4060 Laptop GPU)
⚡ TF32 Tensor Cores: Enabled | PyTorch: 2.6.0+cu124
================================================================
Found 3200 training pairs, 400 test images.
Preloading contiguous tensor arrays into RAM...
✅ Tensors loaded: Train LR torch.Size([2880, 1, 128, 128]), HR torch.Size([2880, 1, 256, 256])
✅ Validation: 320 pairs
✅ Model: NAFNetSR (23.70M parameters)
Loading transferred checkpoint: C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\kla_best_model.pth...
✅ Successfully resumed from Epoch 25 | Baseline Best PSNR: 27.82 dB

🚀 Training on RTX 4060: Epochs 25 -> 300 | Effective Batch: 16 | Charbonnier Loss

Epoch [192/300] (86.2s) | Loss: 0.02887 | Val PSNR: 28.58 dB | LR: 3.63e-04 🔥 [NEW BEST!]
Epoch [193/300] (86.5s) | Loss: 0.02873 | Val PSNR: 28.58 dB | LR: 3.57e-04 🔥 [NEW BEST!]
Epoch [194/300] (90.0s) | Loss: 0.03047 | Val PSNR: 28.58 dB | LR: 3.52e-04 
Epoch [195/300] (87.9s) | Loss: 0.03007 | Val PSNR: 28.51 dB | LR: 3.46e-04 
Epoch [196/300] (86.9s) | Loss: 0.02877 | Val PSNR: 28.54 dB | LR: 3.41e-04 
Epoch [197/300] (88.9s) | Loss: 0.02872 | Val PSNR: 28.57 dB | LR: 3.35e-04 
Epoch [198/300] (88.6s) | Loss: 0.02860 | Val PSNR: 28.58 dB | LR: 3.29e-04 
Epoch [199/300] (89.0s) | Loss: 0.02936 | Val PSNR: 28.58 dB | LR: 3.24e-04 
Epoch [200/300] (89.0s) | Loss: 0.02983 | Val PSNR: 28.57 dB | LR: 3.18e-04 
Epoch [201/300] (88.8s) | Loss: 0.02993 | Val PSNR: 28.48 dB | LR: 3.13e-04 
Epoch [202/300] (88.7s) | Loss: 0.02901 | Val PSNR: 28.40 dB | LR: 3.07e-04 
Epoch [203/300] (88.7s) | Loss: 0.02863 | Val PSNR: 28.55 dB | LR: 3.02e-04 
Epoch [204/300] (88.8s) | Loss: 0.02862 | Val PSNR: 28.56 dB | LR: 2.96e-04 
Epoch [205/300] (89.5s) | Loss: 0.02856 | Val PSNR: 28.56 dB | LR: 2.91e-04 
Epoch [206/300] (89.2s) | Loss: 0.02855 | Val PSNR: 28.58 dB | LR: 2.86e-04 
Epoch [207/300] (89.2s) | Loss: 0.02851 | Val PSNR: 28.58 dB | LR: 2.80e-04 
Epoch [208/300] (89.4s) | Loss: 0.02857 | Val PSNR: 28.58 dB | LR: 2.75e-04 
Epoch [209/300] (88.9s) | Loss: 0.02845 | Val PSNR: 28.58 dB | LR: 2.70e-04 
Epoch [210/300] (85.7s) | Loss: 0.02843 | Val PSNR: 28.58 dB | LR: 2.65e-04 🔥 [NEW BEST!]
Epoch [211/300] (88.3s) | Loss: 0.02884 | Val PSNR: 28.58 dB | LR: 2.59e-04 
Epoch [212/300] (92.0s) | Loss: 0.02900 | Val PSNR: 28.58 dB | LR: 2.54e-04 
Epoch [213/300] (91.9s) | Loss: 0.03010 | Val PSNR: 28.58 dB | LR: 2.49e-04 
Epoch [214/300] (85.4s) | Loss: 0.02946 | Val PSNR: 28.56 dB | LR: 2.44e-04 
Epoch [215/300] (84.4s) | Loss: 0.02932 | Val PSNR: 28.52 dB | LR: 2.39e-04 
Epoch [216/300] (83.9s) | Loss: 0.02854 | Val PSNR: 28.54 dB | LR: 2.34e-04 
Epoch [217/300] (84.8s) | Loss: 0.02842 | Val PSNR: 28.55 dB | LR: 2.29e-04 
Epoch [218/300] (84.3s) | Loss: 0.02838 | Val PSNR: 28.57 dB | LR: 2.24e-04 
Epoch [219/300] (84.6s) | Loss: 0.02835 | Val PSNR: 28.58 dB | LR: 2.19e-04 
Epoch [220/300] (84.3s) | Loss: 0.02846 | Val PSNR: 28.58 dB | LR: 2.14e-04 
Epoch [221/300] (85.3s) | Loss: 0.02832 | Val PSNR: 28.58 dB | LR: 2.09e-04 
Epoch [222/300] (84.3s) | Loss: 0.02829 | Val PSNR: 28.58 dB | LR: 2.05e-04 
Epoch [223/300] (84.5s) | Loss: 0.02825 | Val PSNR: 28.58 dB | LR: 2.00e-04 
Epoch [224/300] (84.6s) | Loss: 0.02824 | Val PSNR: 28.58 dB | LR: 1.95e-04 
